heat_con,layout,location,neighborhood,type_layout,area,building,decoration,direction,heat,name,price,subway,url,visiting,zone,zoneinfo
集中供暖,整租,健翔桥,朝阳,房屋户型：2室1厅1卫  整租,52平米  ,华严北里2号院  ,,南,,华严北里2号院 2室1厅 7200元,7200,,https://bj.lianjia.com/zufang/101103180324.html,,健翔桥租房/低楼层(共6层)/1983年建板楼,2室1厅  
自供暖,整租,新宫,丰台,房屋户型：2室1厅1卫  整租,98平米  ,天骄俊园9号院  ,,南 北,,丰台南四环花乡天骄俊园9号院两居室 随时入住 低楼层,5500,,https://bj.lianjia.com/zufang/101103180348.html,,新宫租房/低楼层(共15层)/2012年建板塔结合,2室1厅  
自供暖,整租,安定门,东城,房屋户型：3室1厅1卫  整租,66平米  ,灵光胡同  ,,西 北,,北二环灵光胡同精装三居室，周边配套齐全拎包即可入住,8200,,https://bj.lianjia.com/zufang/101103180389.html,,安定门租房/高楼层(共6层)/1980年建平房,3室1厅  
集中供暖,暂无数据,马驹桥,通州,房屋户型：2室1厅1卫  ,90平米  ,珠江逸景  ,,南 北,,珠江逸景 2室1厅 4000元,4000,,https://bj.lianjia.com/zufang/101103180063.html,,马驹桥租房/高楼层(共14层)/2009年建板楼,2室1厅  
集中供暖,整租,农展馆,朝阳,房屋户型：2室1厅1卫  整租,66平米  ,麦子店街  ,精装修,南 北,集中供暖,麦子店街 2室1厅 7800元,7800,近地铁,https://bj.lianjia.com/zufang/101103180146.html,随时看房,农展馆租房/中楼层(共6层)/1983年建板楼,2室1厅  
自供暖,整租,沙河,昌平,房屋户型：1房间1卫  整租,16平米  ,北街家园五区  ,,南,,北街家园五区朝南向的简单装修小开间,1200,,https://bj.lianjia.com/zufang/101103180160.html,,沙河租房/中楼层(共28层)/2011年建板塔结合,1房间1卫  
集中供暖,暂无数据,长阳,房山,房屋户型：1房间1卫  ,55平米  ,绿地启航社  ,,东,,绿地启航社 1房间1卫 2800元,2800,,https://bj.lianjia.com/zufang/101103180167.html,,长阳租房/中楼层(共16层)/2013年建暂无数据,1房间1卫  
集中供暖,整租,望京,朝阳,房屋户型：3室1厅1卫  整租,63平米  ,南湖渠西里  ,,南 北,,南湖渠西里 3室1厅 8500元,8500,,https://bj.lianjia.com/zufang/101103180168.html,,望京租房/中楼层(共5层)/1988年建板楼,3室1厅  
集中供暖,整租,双桥,朝阳,房屋户型：2房间1卫  整租,74平米  ,金隅可乐  ,,东,,金隅可乐 2房间1卫 6300元,6300,,https://bj.lianjia.com/zufang/101103180189.html,,双桥租房/高楼层(共19层)/2009年建塔楼,2房间1卫  
集中供暖,整租,草桥,丰台,房屋户型：2室1厅1卫  整租,75平米  ,草桥欣园三区  ,,东 南,,草桥欣园三区 2室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103180195.html,,草桥租房/高楼层(共6层)/1999年建板楼,2室1厅  
集中供暖,整租,科技园区,丰台,房屋户型：2室1厅1卫  整租,69平米  ,怡海花园恒泰园  ,精装修,南 北,集中供暖,怡海花园恒泰园 2室1厅 5800元,5800,近地铁,https://bj.lianjia.com/zufang/101103180206.html,随时看房,科技园区租房/高楼层(共6层)/1997年建板楼,2室1厅  
集中供暖,整租,南沙滩,朝阳,房屋户型：3室1厅1卫  整租,96平米  ,中和家园  ,,南 北,,长租  拎包入住 可合租的三居室 南北朝向 出行便利,9500,,https://bj.lianjia.com/zufang/101103180210.html,,南沙滩租房/中楼层(共6层)/1998年建板楼,3室1厅  
集中供暖,暂无数据,新华大街,通州,房屋户型：1室1厅1卫  ,59平米  ,潞河名苑  ,,北,,潞河名苑 1室1厅 3500元,3500,,https://bj.lianjia.com/zufang/101103180404.html,,新华大街租房/中楼层(共15层)/2003年建板塔结合,1室1厅  
集中供暖,整租,马家堡,丰台,房屋户型：2室1厅1卫  整租,76平米  ,明日嘉园  ,,西南,,明日嘉园精装二居，角门西地铁，人车分流小区,7000,,https://bj.lianjia.com/zufang/101103180406.html,,马家堡租房/高楼层(共24层)/2003年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：3室1厅1卫  ,120平米  ,忆江南  ,,南 北,,忆江南 3室1厅 2000元,2000,,https://lf.lianjia.com/zufang/101103180415.html,,福成五期公交总站租房/低楼层(共6层)/2008年建板楼,3室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：1室0厅1卫  ,110平米  ,东贸国际公寓  ,,西南 西,,东贸国际公寓 1室0厅 5500元,5500,,https://lf.lianjia.com/zufang/101103180446.html,,燕顺路国道租房/低楼层(共25层)/2011年建塔楼,1室0厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,85平米  ,潮白人家  ,,南 北,,潮白人家 2室1厅 2300元,2300,,https://lf.lianjia.com/zufang/101103180450.html,,燕顺路国道租房/中楼层(共26层)/2011年建板楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：3室1厅2卫  ,145平米  ,福成公寓A  ,,南 北,,福成公寓A 3室1厅 6667元,6667,,https://lf.lianjia.com/zufang/101103180487.html,,福成五期公交总站租房/低楼层(共12层)/2004年建板楼,3室1厅  
集中供暖,整租,和平里,东城,房屋户型：3室1厅1卫  整租,70平米  ,林调社区  ,,南,,林调社区 3室1厅 7600元,7600,,https://bj.lianjia.com/zufang/101103180505.html,,和平里租房/中楼层(共4层)/1970年建板楼,3室1厅  
集中供暖,合租,广安门,西城,房屋户型：1室0厅1卫  合租,35平米  ,荣丰2008  ,,北,,荣丰2008 1室0厅 3500元,3500,,https://bj.lianjia.com/zufang/101103180509.html,,广安门租房/高楼层(共10层)/2005年建塔楼,1室0厅  
集中供暖,整租,立水桥,朝阳,房屋户型：3房间1卫  整租,88平米  ,明天第一城7号院  ,,东南,,此房是东南的 立水桥 精装修 可长租,7100,,https://bj.lianjia.com/zufang/101103216443.html,,立水桥租房/中楼层(共21层)/2007年建板塔结合,3房间1卫  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室0厅1卫  ,41平米  ,福泽颐园  ,,北,,福泽颐园 1室0厅 1000元,1000,,https://lf.lianjia.com/zufang/101103216456.html,,福成五期公交总站租房/中楼层(共32层)/2007年建板塔结合,1室0厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室0厅1卫  ,61平米  ,福城上上城三季  ,,南,,福城上上城三季 2室0厅 1300元,1300,,https://lf.lianjia.com/zufang/101103216462.html,,燕顺路东租房/高楼层(共26层)/2010年建板塔结合,2室0厅  
暂无数据,暂无数据,福成四期,燕郊,房屋户型：1室1厅1卫  ,50平米  ,福成尚街时代广场  ,,西,,福成尚街时代广场 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103216475.html,,福成四期租房/低楼层(共17层)/暂无数据,1室1厅  
暂无数据,暂无数据,福成四期,燕郊,房屋户型：1室1厅1卫  ,46平米  ,福成尚街时代广场  ,,北,,福成尚街时代广场 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103216481.html,,福成四期租房/高楼层(共17层)/暂无数据,1室1厅  
集中供暖,整租,惠新西街,朝阳,房屋户型：1室1厅1卫  整租,86平米  ,奥东18  ,,东南,,奥东18 1室1厅 13000元,13000,,https://bj.lianjia.com/zufang/101103216541.html,,惠新西街租房/低楼层(共24层)/2008年建板塔结合,1室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,50平米  ,忆江南  ,,北,,忆江南 2室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103216549.html,,福成五期公交总站租房/高楼层(共24层)/2008年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,74平米  ,燕灵小区  ,,南 北,,燕灵小区 2室1厅 1900元,1900,,https://lf.lianjia.com/zufang/101103216551.html,,燕顺路国道租房/高楼层(共6层)/2001年建板楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,87平米  ,福城上上城五期  ,,北,,福城上上城五期 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103216574.html,,福成五期公交总站租房/高楼层(共28层)/2009年建板楼,2室1厅  
集中供暖,暂无数据,天通苑,昌平,房屋户型：3室1厅2卫  ,141平米  ,天通苑东一区  ,,西北,,天通苑东一区 3室1厅 8000元,8000,,https://bj.lianjia.com/zufang/101103216588.html,,天通苑租房/低楼层(共16层)/2001年建塔楼,3室1厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,90平米  ,东方夏威夷北岸  ,,南 北,,东方夏威夷北岸 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103216602.html,,燕顺路东租房/中楼层(共25层)/2010年建板塔结合,2室1厅  
集中供暖,暂无数据,福成四期,燕郊,房屋户型：1室1厅1卫  ,46平米  ,福泽御园  ,,南,,福泽御园 1室1厅 1100元,1100,,https://lf.lianjia.com/zufang/101103216606.html,,福成四期租房/中楼层(共20层)/2007年建板塔结合,1室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：1室1厅1卫  ,45平米  ,维多利亚  ,,西,,维多利亚 1室1厅 1200元,1200,,https://lf.lianjia.com/zufang/101103216216.html,,燕京航城租房/低楼层(共34层)/2009年建塔楼,1室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：3室1厅1卫  ,111平米  ,纳丹堡  ,,南 北,,纳丹堡 3室1厅 2800元,2800,,https://lf.lianjia.com/zufang/101103216218.html,,燕顺路西租房/中楼层(共18层)/2010年建板楼,3室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：3室1厅2卫  ,119平米  ,星河185  ,,南 北,,星河185 3室1厅 2400元,2400,,https://lf.lianjia.com/zufang/101103216219.html,,燕顺路西租房/中楼层(共19层)/2012年建塔楼,3室1厅  
自供暖,整租,黄村中,大兴,房屋户型：2室1厅1卫  整租,100平米  ,时代龙和  ,,南 北,,时代龙和 2室1厅 3800元,3800,,https://bj.lianjia.com/zufang/101103216227.html,,黄村中租房/低楼层(共15层)/2007年建板塔结合,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室2厅1卫  ,89平米  ,美林湾  ,,南 北,,美林湾 2室2厅 1800元,1800,,https://lf.lianjia.com/zufang/101103216232.html,,燕顺路西租房/中楼层(共5层)/2009年建板楼,2室2厅  
集中供暖,整租,大望路,朝阳,房屋户型：2室1厅2卫  整租,117平米  ,珠江帝景  ,,南,,珠江帝景南向两居室   采光好   拎包入住,13000,,https://bj.lianjia.com/zufang/101103216243.html,,大望路租房/中楼层(共26层)/2004年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室0厅1卫  ,42平米  ,福泽颐园  ,,北,,福泽颐园 1室0厅 1100元,1100,,https://lf.lianjia.com/zufang/101103216266.html,,福成五期公交总站租房/高楼层(共32层)/2007年建板塔结合,1室0厅  
集中供暖,暂无数据,燕顺路东,燕郊,房屋户型：2室1厅1卫  ,89平米  ,东方夏威夷北岸  ,,南,,东方夏威夷北岸 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103216284.html,,燕顺路东租房/中楼层(共33层)/2010年建塔楼,2室1厅  
集中供暖,整租,大峪,门头沟,房屋户型：2室1厅1卫  整租,66平米  ,高家园二路2号院  ,,南 北,,高家园二路2号院 2室1厅 3400元,3400,,https://bj.lianjia.com/zufang/101103216290.html,,大峪租房/高楼层(共21层)/2015年建板楼,2室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：1室1厅1卫  ,64平米  ,天佑爱上岛  ,,南 北,,天佑爱上岛 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103216292.html,,首尔甜城租房/低楼层(共32层)/塔楼,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,82平米  ,潮白星光公馆  ,,南,,潮白星光公馆 2室1厅 2500元,2500,,https://lf.lianjia.com/zufang/101103215817.html,,燕顺路国道租房/低楼层(共24层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：1室1厅1卫  ,64平米  ,天洋城  ,,西,,天洋城 1室1厅 1400元,1400,,https://lf.lianjia.com/zufang/101103215826.html,,天洋城租房/中楼层(共31层)/2013年建塔楼,1室1厅  
集中供暖,整租,回龙观,昌平,房屋户型：1房间1卫  整租,36平米  ,东亚上北中心  ,,北,,回龙观 平西府 集中供暖 带电梯,4200,,https://bj.lianjia.com/zufang/101103215869.html,,回龙观租房/低楼层(共21层)/2009年建板塔结合,1房间1卫  
集中供暖,整租,木樨地,西城,房屋户型：1室1厅1卫  整租,42平米  ,莲花池东路  ,,南,,莲花池东路 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103215879.html,,木樨地租房/高楼层(共16层)/1987年建塔楼,1室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,82平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103216138.html,,首尔甜城租房/高楼层(共33层)/2015年建塔楼,2室1厅  
集中供暖,暂无数据,永定门,东城,房屋户型：2室1厅1卫  ,91平米  ,富莱茵花园  ,,南 西北,,富莱茵花园 2室1厅 6600元,6600,,https://bj.lianjia.com/zufang/101103216139.html,,永定门租房/中楼层(共21层)/1995年建塔楼,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：2室1厅1卫  ,98平米  ,纳丹堡  ,,南 北,,纳丹堡 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103216175.html,,燕顺路西租房/低楼层(共33层)/2009年建板楼,2室1厅  
集中供暖,暂无数据,劲松,朝阳,房屋户型：3室1厅1卫  ,83平米  ,农光东里  ,,东 北,,农光东里 3室1厅 7500元,7500,,https://bj.lianjia.com/zufang/101103216179.html,,劲松租房/中楼层(共18层)/1994年建塔楼,3室1厅  
集中供暖,暂无数据,鲁谷,石景山,房屋户型：2室1厅1卫  ,99平米  ,重兴园  ,,南 北,,重兴园 2室1厅 6200元,6200,,https://bj.lianjia.com/zufang/101103210654.html,,鲁谷租房/低楼层(共15层)/2002年建板楼,2室1厅  
自供暖,整租,长阳,房山,房屋户型：2室1厅1卫  整租,105平米  ,九洲溪雅苑一区  ,,南 北,,九洲溪雅苑一区 2室1厅 3700元,3700,,https://bj.lianjia.com/zufang/101103066362.html,,长阳租房/低楼层(共14层)/2009年建板塔结合,2室1厅  
集中供暖,整租,天通苑,昌平,房屋户型：4室2厅2卫  整租,114平米  ,天通苑北三区  ,,东 西,,天通苑北三区一层半地下  精装修 诚心出租,9000,,https://bj.lianjia.com/zufang/101103031354.html,,天通苑租房/低楼层(共6层)/2004年建板楼,4室2厅  
集中供暖,整租,和平里,东城,房屋户型：3室1厅2卫  整租,144平米  ,盛德大厦  ,,西,,盛德大厦精装三居，主卧带独卫，西向观景，随时看房；,19999,,https://bj.lianjia.com/zufang/101102628413.html,,和平里租房/中楼层(共20层)/板塔结合,3室1厅  
集中供暖,暂无数据,刘家窑,丰台,房屋户型：1室1厅1卫  ,40平米  ,贾家花园小区  ,,南,,贾家花园小区 1室1厅 4500元,4500,,https://bj.lianjia.com/zufang/101103210312.html,,刘家窑租房/低楼层(共6层)/1988年建板楼,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,84平米  ,东贸国际  ,,南,,东贸国际 2室1厅 2800元,2800,,https://lf.lianjia.com/zufang/101103083211.html,,燕顺路国道租房/高楼层(共27层)/2010年建塔楼,2室1厅  
集中供暖,暂无数据,清河,海淀,房屋户型：2室1厅1卫  ,69平米  ,花园楼  ,,南 北,,花园楼 2室1厅 6500元,6500,,https://bj.lianjia.com/zufang/101103217474.html,,清河租房/低楼层(共6层)/1985年建板楼,2室1厅  
集中供暖,整租,西罗园,丰台,房屋户型：2室1厅1卫  整租,48平米  ,西罗园二区  ,,南 西南,,北京南站 精装两居室 交通便利 生活方便,5200,,https://bj.lianjia.com/zufang/101103180604.html,,西罗园租房/高楼层(共24层)/1994年建塔楼,2室1厅  
集中供暖,暂无数据,西罗园,丰台,房屋户型：2室1厅1卫  ,59平米  ,西罗园三区  ,,南,,西罗园三区 2室1厅 4900元,4900,,https://bj.lianjia.com/zufang/101103037606.html,,西罗园租房/中楼层(共18层)/1980年建塔楼,2室1厅  
集中供暖,暂无数据,马甸,朝阳,房屋户型：1室1厅1卫  ,44平米  ,裕民东里  ,,南,,裕民东里 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101102977332.html,,马甸租房/高楼层(共18层)/1994年建塔楼,1室1厅  
集中供暖,整租,后沙峪,顺义,房屋户型：3室1厅2卫  整租,111平米  ,万科城市花园  ,,南 北,,万科城市花园红楼三居室    低楼层   精装修南北通透,8500,,https://bj.lianjia.com/zufang/101103083028.html,,后沙峪租房/低楼层(共3层)/1995年建板楼,3室1厅  
